source_url	parsed_url
https://www.politico.com/tipsheets/morning-money	http://api.addthis.com/oexchange/0.8/forward/twitter/offer?pco=tbx32nj-1.0&amp;url=https://politi.co/2ANWWjD&amp;text=Shutdown boosts recession risk&amp;pubid=politico.com&amp;via=politico
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/apple-touch-icon-114x114.png
https://www.politico.com/tipsheets/morning-money	https://ad.doubleclick.net/ddm/clk/435212412;237997162;f
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/agenda/
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/video
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/podcasts/politico-money
https://www.politico.com/tipsheets/morning-money	https://www.politico.eu/article/british-politics-goes-over-a-cliff-theresa-may-brexit-vote/
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/newsletters/morning-money/2019/01/14/the-economy-is-losing-the-shutdown-478104
https://www.politico.com/tipsheets/morning-money	https://twitter.com/politico
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/story/2019/01/15/senate-trump-russia-sanctions-putin-oleg-deripaska-1086392
https://www.politico.com/tipsheets/morning-money	mailto:?to=&amp;subject=POLITICO's Morning Money, presented by the American Bankers Association: Shutdown boosts recession risk ¡ª Rethinking education ¡ª U.K. on the brink ¡ª Gillibrand jumps in&amp;body=https://www.politico.com/newsletters/morning-money/2019/01/16/shutdown-boosts-recession-risk-481058
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/story/2019/01/16/stacey-abrams-andrew-gillum-2020-democrats-trump-1102371
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/magazine/story/2019/01/16/trumps-probably-not-going-anywhere-224023
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/faq
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/story/2019/01/15/kirsten-gillibrand-launches-presidential-exploratory-committee-1102369
https://www.politico.com/tipsheets/morning-money	https://cd.politicopro.com/member/304452
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/story/2019/01/16/senate-trump-end-shutdown-1104516
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/privacy-policy
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/newsletters/playbook-pm
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/magazine/what-works-next/
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/staff/ben-white
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/newsletters/morning-money/2019/01/15/mm-scoop-progress-on-china-479204
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/tag/employment-immigration
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/trade
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/story/2019/01/16/gop-senate-rebuke-trump-1088882
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/tag/space
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/congress
https://www.politico.com/tipsheets/morning-money	https://static.politico.com/dims4/default/9f68bc0/2147483647/thumbnail/72x72/quality/90/?url=https%3A%2F%2Fstatic.politico.com%2Fcf%2F05%2Fee684a274496b04fa20ba2978da1%2Fpolitico.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.eu/davos-playbook-registration/
https://www.politico.com/tipsheets/morning-money	https://www.politico.eu/
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/news/matt-wuerker
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/tag/pro-canada
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/apple-touch-icon-152x152.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/story/2019/01/16/trump-shutdown-democrats-2020-1103044
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/podcasts
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/android-chrome-192x192.png
https://www.politico.com/tipsheets/morning-money	http://edition.pagesuite-professional.co.uk/Launch.aspx?bypass=true&amp;PBID=74262970-aa07-44b3-80c8-21fa8a8ac376
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/story/2019/01/15/kirsten-gillibrand-2020-women-voters-1102697
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/magazine/
https://www.politico.com/tipsheets/morning-money	https://subscriber.politicopro.com/
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/story/2019/01/16/karen-pence-christian-school-1104090
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/magazine/story/2019/01/16/nancy-pelosi-sotu-invite-donald-trump-history-224021
https://www.politico.com/tipsheets/morning-money	https://static.politico.com/dims4/default/5f20ff0/2147483647/thumbnail/114x114/quality/90/?url=https%3A%2F%2Fstatic.politico.com%2Fcf%2F05%2Fee684a274496b04fa20ba2978da1%2Fpolitico.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/live-events/previous
https://www.politico.com/tipsheets/morning-money	https://www.ft.com/content/9f45ab16-18fb-11e9-9e64-d150b3105d21
https://www.politico.com/tipsheets/morning-money	https://secure.politico.com/payment
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/rss
https://www.politico.com/tipsheets/morning-money	http://www.twitter.com/AubreeEWeaver
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/newsletters/morning-money/2019/01/10/shutdown-pain-spreads-475344
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/manifest.json
https://www.politico.com/tipsheets/morning-money	https://www.instagram.com/politico/
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/terms-of-service
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/newsletters/morning-money/2019/01/11/welcome-to-shutdown-day-21-476704
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/agenda/future-of-prosperity
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/live-events
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/tag/cartoon-carousel
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/ehealth
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/feedback
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/apple-touch-icon-76x76.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/magazine/tag/rich-lowry
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/favicon-96x96.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/finance
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/apple-touch-icon-180x180.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/careers
https://www.politico.com/tipsheets/morning-money	https://cd.politicopro.com/member/51503
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/safari-pinned-tab.svg
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/technology
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/magazine/story/2019/01/16/ruth-bader-ginsburg-supreme-court-health-224014
https://www.politico.com/tipsheets/morning-money	https://subscriber.politicopro.com/financial-services/whiteboard/2019/01/ottings-fhfa-drops-defense-of-agencys-constitutionality-2501821
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/tipsheets/morning-money?tab=most-read
https://www.politico.com/tipsheets/morning-money	mailto:aweaver@politico.com
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/states/florida
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/white-house
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/magazine/tag/fourth-estate
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/playbook
https://www.politico.com/tipsheets/morning-money	http://api.addthis.com/oexchange/0.8/forward/facebook/offer?pco=tbx32nj-1.0&amp;url=https://politi.co/2ANWWjD&amp;pubid=politico.com
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/newsletters/morning-money
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/story/2019/01/15/sherrod-brown-tour-primary-states-2020-1102695
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/newsletters
https://www.politico.com/tipsheets/morning-money	http://www.powerjobs.com/
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/sitemap
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/apple-touch-icon-144x144.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/huddle/
https://www.politico.com/tipsheets/morning-money	https://ad.doubleclick.net/ddm/clk/435210020;237997162;y
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/about-us
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/story/2019/01/15/shutdown-employees-work-without-pay-1088020
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/apple-touch-icon-60x60.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/newsletters/morning-money/archive
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/tag/defense
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/news/2020-elections
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/states/new-york
https://www.politico.com/tipsheets/morning-money	https://www.nytimes.com/2019/01/15/us/politics/government-shutdown-economy.html
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/subscriptions
https://www.politico.com/tipsheets/morning-money	https://www.politicopro.com/
https://www.politico.com/tipsheets/morning-money	https://www.facebook.com/politico/
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/live-events/upcoming
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/favicon-32x32.png
https://www.politico.com/tipsheets/morning-money	http://www.twitter.com/morningmoneyben
https://www.politico.com/tipsheets/morning-money	https://cd.politicopro.com/member/140963
https://www.politico.com/tipsheets/morning-money	https://static.politico.com/dims4/default/aae155b/2147483647/thumbnail/144x144/quality/90/?url=https%3A%2F%2Fstatic.politico.com%2Fcf%2F05%2Fee684a274496b04fa20ba2978da1%2Fpolitico.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/tag/us-china-relations
https://www.politico.com/tipsheets/morning-money	https://twitter.com/morningmoneyben
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/magazine/thedeciders
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/rss/morningmoney.xml
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/story/2019/01/16/fake-washington-post-trump-1105181
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/live-events/about
https://www.politico.com/tipsheets/morning-money	https://subscriber.politicopro.com/financial-services/whiteboard/2019/01/fifteen-democrats-to-join-financial-services-2504529
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/apple-touch-icon-72x72.png
https://www.politico.com/tipsheets/morning-money	https://login.politico.com/_logout?base=https%3A%2F%2Fwww.politico.com&amp;redirect=%2F_logout&amp;js=false
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/newsletters/morning-money/2019/01/16/shutdown-boosts-recession-risk-481058
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/tag/cybersecurity
https://www.politico.com/tipsheets/morning-money	https://static.politico.com/cf/05/ee684a274496b04fa20ba2978da1/politico.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/apple-touch-icon-120x120.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/story/2019/01/16/trump-government-shutdown-border-wall-national-emergency-poll-1102366
https://www.politico.com/tipsheets/morning-money	mailto:bwhite@politico.com
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/subscribe/breaking-news-alerts
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/politics
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/magazine/story/2019/01/16/william-barr-trump-attorney-general-confirmation-hearings-224022
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/states/new-jersey
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/blogs/politico-press
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/states/california
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/tipsheets/morning-money
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/energy-and-environment
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/election-results/2018/
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/tag/agriculture
https://www.politico.com/tipsheets/morning-money	https://cd.politicopro.com/member/51301
https://www.politico.com/tipsheets/morning-money	https://subscriber.politicopro.com/financial-services/whiteboard/2019/01/jpmorgans-dimon-shutdown-could-cancel-out-first-quarter-economic-growth-2494246
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/
https://www.politico.com/tipsheets/morning-money	https://static.politico.com/dims4/default/219a706/2147483647/thumbnail/57x57/quality/90/?url=https%3A%2F%2Fstatic.politico.com%2Fcf%2F05%2Fee684a274496b04fa20ba2978da1%2Fpolitico.png
https://www.politico.com/tipsheets/morning-money	https://thebulwark.com/a-failure-to-adjust/
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/blogs/under-the-radar
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/favicon-16x16.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/WomenRule
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/tag/education
https://www.mediamatters.org/	https://www.mediamatters.org/research/2019/01/02/year-fox-news-non-troversies/222387
https://www.mediamatters.org/	https://mediamatters.nationbuilder.com/donate2017/?recruiter_id=765244
https://www.mediamatters.org/	https://www.mediamatters.org/video/2019/01/16/fox-friends-guest-gillette-ad-i-didnt-learn-anything-metoo-movement/222542
https://www.mediamatters.org/	https://www.mediamatters.org/video/2019/01/14/fox-friends-host-trump-confiscated-notes-meetings-putin-because-he-simply-didnt-leaks/222508
https://www.mediamatters.org/	https://www.mediamatters.org/issues/education
https://www.mediamatters.org/	https://twitter.com/mmfa
https://www.mediamatters.org/	https://www.mediamatters.org/video/2019/01/14/foxs-mike-huckabee-calls-fbi-be-held-accountable-after-report-trump-was-investigated-working-behalf/222509
https://www.mediamatters.org/	https://www.mediamatters.org/video/2019/01/16/foxs-tom-homan-children-who-died-cbp-custody-died-crossing-border-where-there-isnt-wall/222545
https://www.mediamatters.org/	https://mediamatters.nationbuilder.com/donate2018/?recruiter_id=765244
https://www.mediamatters.org/	https://www.mediamatters.org/blog/2019/01/15/patently-unethical-move-cnn-hires-john-kasich-even-he-considers-presidential-bid/222532
https://www.mediamatters.org/	https://www.mediamatters.org/video/2019/01/15/fox-host-its-intellectually-dishonest-say-trumps-going-try-stop-mueller-investigation/222529
https://www.mediamatters.org/	https://www.mediamatters.org/video/2019/01/15/Fox-Business-guest-predicts-that-raising-the-federal-minimum-wage-will-hurt-Democrats-in-2/222530
https://www.mediamatters.org/	https://www.mediamatters.org/video/2019/01/16/Fox-Business-host-Pictures-of-caravan-probably-move-the-needle-in-terms-of-independents-su/222543
https://www.mediamatters.org/	https://www.mediamatters.org/
https://www.mediamatters.org/	https://action.mediamatters.org/secure/drop-fox
https://www.mediamatters.org/	https://www.mediamatters.org/issues/environment-science
https://www.mediamatters.org/	https://www.mediamatters.org/issues/government
https://www.mediamatters.org/	https://www.mediamatters.org/blog/2019/01/15/alexandria-ocasio-cortez-right-wing-media-playbook-doesnt-work/222516
https://www.mediamatters.org/	http://mythopedia.mediamatters.org
https://www.mediamatters.org/	https://www.mediamatters.org/blog/2019/01/16/fox-s-steve-doocy-cites-out-date-study-argue-against-federal-minimum-wage-increase/222549
https://www.mediamatters.org/	https://www.mediamatters.org/issues/reproductive-rights
https://www.mediamatters.org/	https://www.mediamatters.org/blog/2019/01/14/some-democrats-went-puerto-rico-spotlight-islands-recovery-and-fox-news-furious/222515
https://www.mediamatters.org/	https://www.mediamatters.org/research
https://www.mediamatters.org/	https://www.mediamatters.org/blog/2019/01/16/tucker-carlson-completely-ignored-rep-steve-king-s-racist-comments-except-attack-media/222554
https://www.mediamatters.org/	https://www.mediamatters.org/research/2018/10/29/tucker-carlsons-descent-white-supremacy-timeline/221741
https://www.mediamatters.org/	https://www.mediamatters.org/issues/immigration
https://www.mediamatters.org/	http://mediamattersforamerica.tumblr.com/
https://www.mediamatters.org/	https://action.mediamatters.org/secure/donate
https://www.mediamatters.org/	https://www.mediamatters.org/issues/media-structures-regulations
https://www.mediamatters.org/	https://www.mediamatters.org/video
https://www.mediamatters.org/	https://cdn.jsdelivr.net/bootstrap/3.3.5/css/bootstrap.css
https://www.mediamatters.org/	https://www.mediamatters.org/blog/2019/01/11/rep-rashida-tlaib-cursing-got-5-times-more-coverage-cable-news-rep-steve-king-embracing-white/222504
https://www.mediamatters.org/	https://www.mediamatters.org/issues
https://www.mediamatters.org/	https://www.mediamatters.org/issues/national-security-foreign-policy
https://www.mediamatters.org/	https://www.mediamatters.org/video/2019/01/15/fox-host-gillette-ad-targeting-toxic-masculinity-bashed-men-men-who-fought-wars-who-build-bridges/222535
https://www.mediamatters.org/	https://www.mediamatters.org/blog/2019/01/14/media-should-avoid-these-traps-covering-years-march-life/222513
https://www.mediamatters.org/	https://www.mediamatters.org/rss/latest.rss
https://www.mediamatters.org/	https://www.mediamatters.org/issues/elections
https://www.mediamatters.org/	https://www.mediamatters.org/video/2019/01/16/tucker-carlson-portrays-white-people-real-victims-racism/222553
https://www.mediamatters.org/	https://mediamatters.org/trumps-war-on-the-press
https://www.mediamatters.org/	https://action.mediamatters.org/content/sign-email-updates
https://www.mediamatters.org/	https://www.mediamatters.org/video/2019/01/15/conservative-radio-host-ed-martin-hosts-his-good-friend-white-supremacist-rep-steve-king-defend/222536
https://www.mediamatters.org/	https://www.mediamatters.org/corrections
https://www.mediamatters.org/	https://www.mediamatters.org/video/2019/01/15/fox-news-brit-hume-defends-rep-steve-king-bogus-claims-racism/222538
https://www.mediamatters.org/	https://www.mediamatters.org/blog/2019/01/10/network-news-channels-have-given-rep-steve-king-pass-his-open-white-nationalism/222489
https://www.mediamatters.org/	https://www.mediamatters.org/issues/health-care
https://www.mediamatters.org/	https://www.mediamatters.org/video/2019/01/11/foxs-newt-gingrich-attacks-democratic-concerns-over-children-dying-border-patrol-custody/222505
https://www.mediamatters.org/	https://cloudfront.mediamatters.org/drupal/mm/images/favicon.ico
https://www.mediamatters.org/	https://www.mediamatters.org/privacy
https://www.mediamatters.org/	https://www.mediamatters.org/rss
https://www.mediamatters.org/	https://www.mediamatters.org/blog/2018/05/23/study-sean-hannity-spent-last-year-laying-groundwork-authoritarian-response-russia-probe/220281
https://www.mediamatters.org/	https://www.mediamatters.org/research/2019/01/11/these-conservative-media-figures-are-pushing-trump-declare-national-emergency-over-border-wall/222499
https://www.mediamatters.org/	https://www.mediamatters.org/research/2019/01/03/Fox-News-figures-downplay-the-effects-of-the-government-shutdown/222413
https://www.mediamatters.org/	https://www.mediamatters.org/video/2019/01/15/sean-hannity-claims-donald-trump-has-secret-information-will-soon-reveal-corruption-levels-we-never/222533
https://www.mediamatters.org/	https://www.mediamatters.org/terms-conditions
https://www.mediamatters.org/	http://www.facebook.com/Mediamatters
https://www.mediamatters.org/	https://www.mediamatters.org/video/2019/01/14/msnbcs-ali-velshi-lays-out-financial-difficulties-faced-federal-employees-result-trumps-entirely/222514
https://www.mediamatters.org/	https://www.mediamatters.org/video/2019/01/14/fox-legal-analyst-gregg-jarrett-calls-fbi-be-disbanded-over-reports-they-investigated-donald-trumps/222520
https://www.mediamatters.org/	https://www.mediamatters.org/blog
https://www.mediamatters.org/	https://www.mediamatters.org/blog/2019/01/11/social-security-official-married-working-mothers-hurt-society-condoms-rob-women-remarkable-chemicals/222474
https://www.mediamatters.org/	https://www.mediamatters.org/blog/2019/01/15/trump-s-fox-advisers-keep-telling-him-he-s-winning-shutdown-which-why-it-wont-end-any-time-soon/222527
https://www.mediamatters.org/	https://www.mediamatters.org/contacts
https://www.mediamatters.org/	https://www.mediamatters.org/blog/2019/01/16/fox-news-and-trump-are-trying-manufacture-another-caravan-crisis-argue-border-wall/222546
https://www.mediamatters.org/	https://www.mediamatters.org/video/2019/01/16/rudy-giuliani-tells-cnn-s-chris-cuomo-i-never-said-there-was-no-collusion-between-campaign-or/222555
https://www.mediamatters.org/	https://www.mediamatters.org/blog/2019/01/15/fox-friends-discussed-razor-ad-24-times-more-it-discussed-steve-king-morning/222526
https://www.mediamatters.org/	https://www.mediamatters.org/video/2019/01/15/fox-business-panel-claims-70-marginal-tax-rate-income-over-10-million-would-actually-hurt-middle/222524
https://www.mediamatters.org/	https://www.mediamatters.org/blog/2019/01/14/social-security-official-criticized-immigration-diversity-agenda-and-praised-police-officers-who/222501
https://www.mediamatters.org/	https://www.mediamatters.org/video/2019/01/15/On-CNN-former-GOP-representative-equates-Steve-Kings-white-nationalism-to-Maxine-Waters-ca/222525
https://www.mediamatters.org/	https://www.mediamatters.org/video/2019/01/15/fox-friends-host-and-guests-lash-out-over-gillette-metoo-ad/222522
https://www.mediamatters.org/	https://www.mediamatters.org/blog/2019/01/11/republican-rep-steve-king-embraced-white-supremacy-and-media-had-no-idea-how-cover-it/222498
https://www.mediamatters.org/	https://www.mediamatters.org/video/2019/01/14/hannity-says-fbi-put-aside-all-values-and-plotted-destroy-donald-trump/222519
https://www.mediamatters.org/	https://www.mediamatters.org/issues/justice-civil-liberties
https://www.mediamatters.org/	https://www.mediamatters.org/blog/2018/11/13/sinclair-already-gearing-trump-2020/222057
https://www.mediamatters.org/	https://mediamatters.nationbuilder.com/donate2015
https://www.mediamatters.org/	https://www.mediamatters.org/video/2019/01/16/fox-news-now-just-calling-random-pedestrians-migrant-caravan/222550
https://www.mediamatters.org/	https://www.mediamatters.org/video/2019/01/16/fox-friends-guest-late-night-talk-shows-are-worse-propaganda/222541
https://www.mediamatters.org/	https://www.mediamatters.org/video/2019/01/11/anti-semitic-pastor-tells-lou-dobbs-democrats-are-morally-liable-death-children-assault-women-and/222507
https://www.mediamatters.org/	https://www.mediamatters.org/video/2019/01/14/laura-ingraham-democrats-are-party-anti-semites/222521
https://www.mediamatters.org/	https://mediamatters.nationbuilder.com/fox-sponsors
